id	code	identifier	ID 10 N	userAgent	deviceLanguage	city	region	country	latitude	longitude	tagId	createdAt	updatedAt	BATCH NUMBER	type_envoi	code_parallele	article	emballage	date_envoi	nom_envoi	addresse_envoi	cp_envoi	ville_envoi	pays_envoi	DATE SCAN	HEURE SCAN (GMT)	DATE HEURE SCAN	PAYS CODE	PAYS NOM	OS	NAVIGATEUR
23197	3666057202476	110308439276972582	9276972582	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1	zh	Chengdu	SC	CN	30.649800	104.055500		2024-12-12 04:06:51.330 +0100	2024-12-12 04:06:51.330 +0100	0402067	envoi_filiale	9500470927	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	040651	20241212040651	CN	Chine	iOS	Safari
23198	3666057202520	110308985649084760	5649084760	Mozilla/5.0 (Linux; Android 12; LEM-AL00 Build/HUAWEILEM-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300125 MMWEBSDK/20241103 MMWEBID/2468 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh			CN	34.773200	113.722000		2024-12-12 04:11:00.433 +0100	2024-12-12 04:11:00.433 +0100	0348179	envoi_filiale	9500470564	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	041100	20241212041100	CN	Chine	Android	Chrome
23199	3666057202520	110308985649586394	5649586394	Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh			CN	34.773200	113.722000		2024-12-12 04:23:42.637 +0100	2024-12-12 04:23:42.637 +0100	0401034	envoi_filiale	9500470564	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	042342	20241212042342	CN	Chine	iOS	WeChat
23200	3666057202476	110308439277137898	9277137898	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh			CN	34.773200	113.722000		2024-12-12 04:24:40.944 +0100	2024-12-12 04:24:40.944 +0100	0406013	envoi_filiale	9500470927	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	042440	20241212042440	CN	Chine	iOS	WeChat
23201	3666057202476	110308439292401004	9292401004	Mozilla/5.0 (Linux; Android 14; PJX110 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300125 MMWEBSDK/20241103 MMWEBID/8532 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh	Shenzhen	GD	CN	22.555900	114.057700		2024-12-12 04:25:48.033 +0100	2024-12-12 04:25:48.033 +0100	0402067	envoi_filiale	9500470929	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	042548	20241212042548	CN	Chine	Android	Chrome
23202	3666057202506	110308748064013551	8064013551	Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Guangzhou	GD	CN	23.118100	113.253900		2024-12-12 04:29:37.233 +0100	2024-12-12 04:29:37.233 +0100	0405108	envoi_filiale	9500470806	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	042937	20241212042937	CN	Chine	iOS	WeChat
23203	3666057202520	110308985647178416	5647178416	Mozilla/5.0 (Linux; Android 12; DCO-AL00 Build/HUAWEIDCO-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300125 MMWEBSDK/20241103 MMWEBID/6755 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh	Zhangjiagang	JS	CN	31.873100	120.542500		2024-12-12 04:32:15.713 +0100	2024-12-12 04:32:15.713 +0100	0349222	envoi_filiale	9500470564	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	043215	20241212043215	CN	Chine	Android	Chrome
23204	3666057202506	110308748063926647	8063926647	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/4G Language/zh_CN	zh			CN	34.773200	113.722000		2024-12-12 04:33:54.984 +0100	2024-12-12 04:33:54.984 +0100	0405080	envoi_filiale	9500470806	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	043354	20241212043354	CN	Chine	iOS	WeChat
23205	3666057202506	110308745605783072	5605783072	Mozilla/5.0 (Linux; Android 13; V2163A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300125 MMWEBSDK/20240802 MMWEBID/2638 MicroMessenger/8.0.53.2740(0x2800353F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh	Wuhan	HB	CN	30.589000	114.268100		2024-12-12 04:35:37.169 +0100	2024-12-12 04:35:37.169 +0100	0349010	envoi_filiale	9500470560	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	043537	20241212043537	CN	Chine	Android	Chrome
23206	3666057202506	110308748062608162	8062608162	Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Shanghai	SH	CN	31.222200	121.458100		2024-12-12 04:36:50.250 +0100	2024-12-12 04:36:50.250 +0100	0405108	envoi_filiale	9500470806	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	043650	20241212043650	CN	Chine	iOS	WeChat
23207	3666057202506	110308745607744163	5607744163	Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Guangzhou	GD	CN	23.118100	113.253900		2024-12-12 04:38:19.623 +0100	2024-12-12 04:38:19.623 +0100	0347149	envoi_filiale	9500470560	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	043819	20241212043819	CN	Chine	iOS	WeChat
23208	3666057269158	110977781935616844	1935616844	Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Xiaogan	HB	CN	30.939000	113.884000		2024-12-12 04:42:38.677 +0100	2024-12-12 04:42:38.677 +0100	0413188	envoi_filiale	9500470193	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	044238	20241212044238	CN	Chine	iOS	WeChat
23209	3666057269158	110977781935616844	1935616844	Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Xiaogan	HB	CN	30.939000	113.884000		2024-12-12 04:43:11.753 +0100	2024-12-12 04:43:11.753 +0100	0413188	envoi_filiale	9500470193	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	044311	20241212044311	CN	Chine	iOS	WeChat
23210	3666057202506	110308745604466471	5604466471	Mozilla/5.0 (iPhone; CPU iPhone OS 17_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.53(0x18003531) NetType/4G Language/zh_CN	zh	Wuhan	HB	CN	30.589000	114.268100		2024-12-12 04:49:18.211 +0100	2024-12-12 04:49:18.211 +0100	0347033	envoi_filiale	9500470560	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	044918	20241212044918	CN	Chine	iOS	WeChat
23211	3666057202520	110308985648688730	5648688730	Mozilla/5.0 (Linux; Android 14; SM-S9260 Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300149 MMWEBSDK/20241103 MMWEBID/1780 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh	Hefei	AH	CN	31.856400	117.266100		2024-12-12 04:53:48.347 +0100	2024-12-12 04:53:48.347 +0100	0402108	envoi_filiale	9500470564	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	045348	20241212045348	CN	Chine	Android	Chrome
23212	3666057202520	110308985649537914	5649537914	Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Shanghai	SH	CN	31.222200	121.458100		2024-12-12 04:56:22.297 +0100	2024-12-12 04:56:22.297 +0100	0402108	envoi_filiale	9500470564	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	045622	20241212045622	CN	Chine	iOS	WeChat
23213	3666057202476	110308439287873861	9287873861	Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.41(0x18002930) NetType/WIFI Language/zh_CN	zh			CN	34.773200	113.722000		2024-12-12 04:58:36.491 +0100	2024-12-12 04:58:36.491 +0100	0345177	envoi_filiale	9500470928	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	045836	20241212045836	CN	Chine	iOS	WeChat
23214	3666057202506	110308748085033705	8085033705	Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.48(0x18003030) NetType/WIFI Language/zh_CN	zh			CN	34.773200	113.722000		2024-12-12 04:59:42.283 +0100	2024-12-12 04:59:42.283 +0100	0407224	envoi_filiale	9500470808	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	045942	20241212045942	CN	Chine	iOS	WeChat
23215	3666057202506	110308748085033705	8085033705	Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.48(0x18003030) NetType/WIFI Language/zh_CN	zh			CN	34.773200	113.722000		2024-12-12 05:01:19.259 +0100	2024-12-12 05:01:19.259 +0100	0407224	envoi_filiale	9500470808	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	050119	20241212050119	CN	Chine	iOS	WeChat
23216	3666057202476	110308439283310605	9283310605	Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/4G Language/zh_CN	zh	Nanjing	JS	CN	32.058900	118.773800		2024-12-12 05:02:53.487 +0100	2024-12-12 05:02:53.487 +0100	0345195	envoi_filiale	9500470928	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	050253	20241212050253	CN	Chine	iOS	WeChat
23217	3666057202520	110308985650788329	5650788329	Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/20B101 Ariver/1.1.0 AliApp(AP/10.6.18.6000) Nebula WK RVKType(1) AlipayDefined(nt:WIFI,ws:390|780|3.0) AlipayClient/10.6.18.6000 Alipay Language/zh-Hans Region/CN NebulaX/1.0.0 DTN/2.0	zh			CN	34.773200	113.722000		2024-12-12 05:03:31.627 +0100	2024-12-12 05:03:31.627 +0100	0401063	envoi_filiale	9500470565	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	050331	20241212050331	CN	Chine	iOS	Inconnu
23218	3666057202520	110308985650788329	5650788329	Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/20B101 Ariver/1.1.0 AliApp(AP/10.6.18.6000) Nebula WK RVKType(1) AlipayDefined(nt:WIFI,ws:390|780|3.0) AlipayClient/10.6.18.6000 Alipay Language/zh-Hans Region/CN NebulaX/1.0.0 DTN/2.0	zh			CN	34.773200	113.722000		2024-12-12 05:04:05.254 +0100	2024-12-12 05:04:05.254 +0100	0401063	envoi_filiale	9500470565	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	050405	20241212050405	CN	Chine	iOS	Inconnu
23219	3666057202520	110308985649839636	5649839636	Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.29(0x18001d38) NetType/WIFI Language/zh_CN	zh			CN	34.773200	113.722000		2024-12-12 05:04:43.892 +0100	2024-12-12 05:04:43.892 +0100	0401063	envoi_filiale	9500470564	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	050443	20241212050443	CN	Chine	iOS	WeChat
23220	3666057202506	110308748085033705	8085033705	Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.48(0x18003030) NetType/WIFI Language/zh_CN	zh			CN	34.773200	113.722000		2024-12-12 05:05:49.504 +0100	2024-12-12 05:05:49.504 +0100	0407224	envoi_filiale	9500470808	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	050549	20241212050549	CN	Chine	iOS	WeChat
23221	3666057202506	110308745602199074	5602199074	Mozilla/5.0 (Linux; Android 14; ELI-AN00 Build/HONORELI-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300125 MMWEBSDK/20241103 MMWEBID/8741 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh	Quanzhou	FJ	CN	24.905100	118.570700		2024-12-12 05:06:27.140 +0100	2024-12-12 05:06:27.140 +0100	0404006	envoi_filiale	9500470560	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	050627	20241212050627	CN	Chine	Android	Chrome
23222	3666057202476	110308439291417679	9291417679	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/4G Language/zh_CN	zh			CN	34.773200	113.722000		2024-12-12 05:06:33.527 +0100	2024-12-12 05:06:33.527 +0100	0408154	envoi_filiale	9500470929	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	050633	20241212050633	CN	Chine	iOS	WeChat
23223	3666057202476	110308439276771277	9276771277	Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/4G Language/zh_CN	zh	Kunming	YN	CN	25.008800	102.651300		2024-12-12 05:06:53.670 +0100	2024-12-12 05:06:53.670 +0100	0346159	envoi_filiale	9500470927	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	050653	20241212050653	CN	Chine	iOS	WeChat
23224	3666057202506	110308745602914004	5602914004	Mozilla/5.0 (Linux; Android 15; V2419A Build/AP3A.240905.015.A1_V000L1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300149 MMWEBSDK/20241103 MMWEBID/7117 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh			CN	34.773200	113.722000		2024-12-12 05:07:02.577 +0100	2024-12-12 05:07:02.577 +0100	0348029	envoi_filiale	9500470560	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	050702	20241212050702	CN	Chine	Android	Chrome
23225	3666057202476	110308439290746909	9290746909	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Guangzhou	GD	CN	23.118100	113.253900		2024-12-12 05:08:12.087 +0100	2024-12-12 05:08:12.087 +0100	0350159	envoi_filiale	9500470929	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	050812	20241212050812	CN	Chine	iOS	WeChat
23226	3666057202476	110308439290746909	9290746909	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Guangzhou	GD	CN	23.118100	113.253900		2024-12-12 05:08:22.631 +0100	2024-12-12 05:08:22.631 +0100	0350159	envoi_filiale	9500470929	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	050822	20241212050822	CN	Chine	iOS	WeChat
23227	3666057202506	110308745606573313	5606573313	Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Tianjin	TJ	CN	39.148800	117.176200		2024-12-12 05:09:17.954 +0100	2024-12-12 05:09:17.954 +0100	0403111	envoi_filiale	9500470560	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	050917	20241212050917	CN	Chine	iOS	WeChat
23228	3666057202520	110308985648428053	5648428053	Mozilla/5.0 (Linux; Android 12; NOH-AN00 Build/HUAWEINOH-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300125 MMWEBSDK/20241103 MMWEBID/6075 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/5G Language/zh_CN ABI/arm64	zh	Nanjing	JS	CN	32.058900	118.773800		2024-12-12 05:09:51.601 +0100	2024-12-12 05:09:51.601 +0100	0401028	envoi_filiale	9500470564	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	050951	20241212050951	CN	Chine	Android	Chrome
